Date,Hour,Redemption_Count,Sales_Count
2023-08-04,02-00-00,0,9
2023-08-04,04-00-00,0,5
2023-08-04,05-00-00,0,7
2023-08-04,06-00-00,20,14
2023-08-04,07-00-00,28,56
2023-08-04,08-00-00,113,325
2023-08-04,09-00-00,762,912
2023-08-04,10-00-00,1462,1302
2023-08-04,11-00-00,1444,1225
2023-08-04,12-00-00,1204,1137
2023-08-04,13-00-00,1307,1231
2023-08-04,14-00-00,1108,1110
2023-08-04,15-00-00,826,871
2023-08-04,16-00-00,836,881
2023-08-04,17-00-00,663,744
2023-08-04,18-00-00,468,555
2023-08-04,19-00-00,411,530
2023-08-04,20-00-00,234,378
2023-08-04,21-00-00,103,387
2023-08-04,22-00-00,37,337
2023-08-04,23-00-00,24,227
2023-08-05,00-00-00,0,166
2023-08-05,01-00-00,0,38
2023-08-05,02-00-00,0,15
2023-08-05,03-00-00,0,6
2023-08-05,04-00-00,0,6
2023-08-05,05-00-00,0,7
2023-08-05,06-00-00,10,27
2023-08-05,07-00-00,32,119
2023-08-05,08-00-00,262,470
2023-08-05,09-00-00,842,887
2023-08-05,10-00-00,1611,1310
2023-08-05,11-00-00,2006,1821
2023-08-05,12-00-00,2126,1865
2023-08-05,13-00-00,2407,1969
2023-08-05,14-00-00,2157,1807
2023-08-05,15-00-00,2021,1777
2023-08-05,16-00-00,1735,1524
2023-08-05,17-00-00,1203,1096
2023-08-05,18-00-00,915,864
2023-08-05,19-00-00,622,688
2023-08-05,20-00-00,367,483
2023-08-05,21-00-00,83,318
2023-08-05,22-00-00,63,374
2023-08-05,23-00-00,11,221
2023-08-06,00-00-00,0,103
2023-08-06,01-00-00,0,59
2023-08-06,02-00-00,0,30
2023-08-06,03-00-00,0,3
2023-08-06,04-00-00,0,13
2023-08-06,05-00-00,0,6
2023-08-06,06-00-00,5,46
2023-08-06,07-00-00,36,172
2023-08-06,08-00-00,228,542
2023-08-06,09-00-00,1009,1151
2023-08-06,10-00-00,2168,1823
2023-08-06,11-00-00,2640,2191
2023-08-06,12-00-00,2866,2465
2023-08-06,13-00-00,2847,2365
2023-08-06,14-00-00,2811,2437
2023-08-06,15-00-00,2269,2011
2023-08-06,16-00-00,1700,1437
2023-08-06,17-00-00,1135,966
2023-08-06,18-00-00,582,536
2023-08-06,19-00-00,337,315
2023-08-06,20-00-00,150,156
2023-08-06,21-00-00,78,107
2023-08-06,22-00-00,39,80
2023-08-06,23-00-00,5,112
2023-08-07,00-00-00,0,12
2023-08-07,01-00-00,0,11
2023-08-07,04-00-00,0,2
2023-08-07,05-00-00,0,3
2023-08-07,06-00-00,4,15
2023-08-07,07-00-00,8,15
2023-08-07,08-00-00,14,13
2023-08-07,09-00-00,83,82
2023-08-07,10-00-00,160,175
2023-08-07,11-00-00,360,427
2023-08-07,12-00-00,546,558
2023-08-07,13-00-00,768,772
2023-08-07,14-00-00,637,632
2023-08-07,15-00-00,679,649
2023-08-07,16-00-00,619,615
2023-08-07,17-00-00,496,498
2023-08-07,18-00-00,340,344
2023-08-07,19-00-00,233,256
2023-08-07,20-00-00,89,133
2023-08-07,21-00-00,71,161
2023-08-07,22-00-00,29,111
2023-08-07,23-00-00,10,50
2023-08-08,00-00-00,0,19
2023-08-08,02-00-00,0,9
2023-08-08,03-00-00,0,2
2023-08-08,05-00-00,0,2
2023-08-08,06-00-00,39,17
2023-08-08,07-00-00,19,32
2023-08-08,08-00-00,93,136
2023-08-08,09-00-00,554,640
2023-08-08,10-00-00,709,451
2023-08-08,11-00-00,643,609
2023-08-08,12-00-00,796,807
2023-08-08,13-00-00,631,665
2023-08-08,14-00-00,789,782
2023-08-08,15-00-00,592,659
2023-08-08,16-00-00,569,620
2023-08-08,17-00-00,367,409
2023-08-08,18-00-00,278,476
2023-08-08,19-00-00,208,229
2023-08-08,20-00-00,121,292
2023-08-08,21-00-00,65,234
2023-08-08,22-00-00,47,226
2023-08-08,23-00-00,16,187
2023-08-09,00-00-00,0,70
2023-08-09,01-00-00,0,24
2023-08-09,02-00-00,0,4
2023-08-09,03-00-00,0,3
2023-08-09,05-00-00,0,1
2023-08-09,06-00-00,55,47
2023-08-09,07-00-00,38,90
2023-08-09,08-00-00,142,294
2023-08-09,09-00-00,946,1037
2023-08-09,10-00-00,1673,1368
2023-08-09,11-00-00,1869,1362
2023-08-09,12-00-00,1539,1394
2023-08-09,13-00-00,1502,1348
2023-08-09,14-00-00,1405,1258
2023-08-09,15-00-00,1006,946
2023-08-09,16-00-00,839,895
2023-08-09,17-00-00,571,569
2023-08-09,18-00-00,536,502
2023-08-09,19-00-00,411,384
2023-08-09,20-00-00,187,230
2023-08-09,21-00-00,84,171
2023-08-09,22-00-00,38,132
2023-08-09,23-00-00,25,57
2023-08-10,00-00-00,0,5
2023-08-10,01-00-00,0,12
2023-08-10,03-00-00,0,3
2023-08-10,05-00-00,0,2
2023-08-10,06-00-00,37,19
2023-08-10,07-00-00,21,34
2023-08-10,08-00-00,119,145
2023-08-10,09-00-00,718,900
2023-08-10,10-00-00,555,425
2023-08-10,11-00-00,754,717
2023-08-10,12-00-00,597,614
2023-08-10,13-00-00,296,316
2023-08-10,14-00-00,335,338
2023-08-10,15-00-00,327,405
2023-08-10,16-00-00,471,562
2023-08-10,17-00-00,480,454
2023-08-10,18-00-00,367,386
2023-08-10,19-00-00,253,314
2023-08-10,20-00-00,131,240
2023-08-10,21-00-00,90,261
2023-08-10,22-00-00,48,253
2023-08-10,23-00-00,18,172
2023-08-11,00-00-00,0,48
2023-08-11,01-00-00,0,6
2023-08-11,02-00-00,0,17
2023-08-11,04-00-00,0,2
2023-08-11,05-00-00,0,3
2023-08-11,06-00-00,29,27
2023-08-11,07-00-00,32,91
2023-08-11,08-00-00,133,244
2023-08-11,09-00-00,1075,1031
2023-08-11,10-00-00,1567,1296
2023-08-11,11-00-00,1829,1501
2023-08-11,12-00-00,1670,1533
2023-08-11,13-00-00,1401,1117
2023-08-11,14-00-00,1317,1196
2023-08-11,15-00-00,1061,928
2023-08-11,16-00-00,900,920
2023-08-11,17-00-00,661,699
2023-08-11,18-00-00,507,481
2023-08-11,19-00-00,380,363
2023-08-11,20-00-00,215,232
2023-08-11,21-00-00,99,152
2023-08-11,22-00-00,52,123
2023-08-11,23-00-00,25,94
2023-08-12,00-00-00,0,31
2023-08-12,01-00-00,0,21
2023-08-12,02-00-00,0,4
2023-08-12,03-00-00,0,2
2023-08-12,05-00-00,0,2
2023-08-12,06-00-00,8,10
2023-08-12,07-00-00,14,33
2023-08-12,08-00-00,46,116
2023-08-12,09-00-00,235,176
2023-08-12,10-00-00,315,319
2023-08-12,11-00-00,394,415
2023-08-12,12-00-00,625,699
2023-08-12,13-00-00,1044,1023
2023-08-12,14-00-00,1298,1292
2023-08-12,15-00-00,1253,1193
2023-08-12,16-00-00,1243,1220
2023-08-12,17-00-00,954,928
2023-08-12,18-00-00,691,706
2023-08-12,19-00-00,648,674
2023-08-12,20-00-00,350,437
2023-08-12,21-00-00,89,259
2023-08-12,22-00-00,78,330
2023-08-12,23-00-00,17,283
2023-08-13,00-00-00,0,102
2023-08-13,01-00-00,0,56
2023-08-13,02-00-00,0,40
2023-08-13,03-00-00,0,13
2023-08-13,04-00-00,0,5
2023-08-13,05-00-00,0,1
2023-08-13,06-00-00,15,52
2023-08-13,07-00-00,35,111
2023-08-13,08-00-00,135,399
2023-08-13,09-00-00,736,791
2023-08-13,10-00-00,1942,1558
2023-08-13,11-00-00,2252,1872
2023-08-13,12-00-00,2206,1837
2023-08-13,13-00-00,2506,2042
2023-08-13,14-00-00,2184,1863
2023-08-13,15-00-00,1926,1564
2023-08-13,16-00-00,1529,1358
2023-08-13,17-00-00,921,913
2023-08-13,18-00-00,711,661
2023-08-13,19-00-00,421,495
2023-08-13,20-00-00,220,298
2023-08-13,21-00-00,87,170
2023-08-13,22-00-00,18,157
2023-08-13,23-00-00,15,61
2023-08-14,00-00-00,0,23
2023-08-14,01-00-00,0,12
2023-08-14,02-00-00,0,5
2023-08-14,05-00-00,0,1
2023-08-14,06-00-00,29,28
2023-08-14,07-00-00,19,95
2023-08-14,08-00-00,80,203
2023-08-14,09-00-00,837,866
2023-08-14,10-00-00,1056,862
2023-08-14,11-00-00,1195,1255
2023-08-14,12-00-00,1251,1049
2023-08-14,13-00-00,1016,991
2023-08-14,14-00-00,1041,988
2023-08-14,15-00-00,851,825
2023-08-14,16-00-00,893,638
2023-08-14,17-00-00,460,491
2023-08-14,18-00-00,410,430
2023-08-14,19-00-00,293,305
2023-08-14,20-00-00,93,144
2023-08-14,21-00-00,59,126
2023-08-14,22-00-00,24,61
2023-08-14,23-00-00,9,22
2023-08-15,00-00-00,0,26
2023-08-15,01-00-00,0,1
2023-08-15,02-00-00,0,10
2023-08-15,03-00-00,0,2
2023-08-15,04-00-00,0,6
2023-08-15,05-00-00,0,2
2023-08-15,06-00-00,32,70
2023-08-15,07-00-00,26,57
2023-08-15,08-00-00,67,136
2023-08-15,09-00-00,619,664
2023-08-15,10-00-00,317,283
2023-08-15,11-00-00,398,358
2023-08-15,12-00-00,359,382
2023-08-15,13-00-00,386,423
2023-08-15,14-00-00,410,572
2023-08-15,15-00-00,254,429
2023-08-15,16-00-00,225,272
2023-08-15,17-00-00,161,347
2023-08-15,18-00-00,141,191
2023-08-15,19-00-00,74,155
2023-08-15,20-00-00,7259,7330
2023-08-15,21-00-00,31,182
2023-08-15,22-00-00,26,172
2023-08-15,23-00-00,3,98
2023-08-16,00-00-00,0,63
2023-08-16,01-00-00,0,12
2023-08-16,02-00-00,0,6
2023-08-16,03-00-00,0,1
2023-08-16,04-00-00,0,3
2023-08-16,05-00-00,0,5
2023-08-16,06-00-00,41,31
2023-08-16,07-00-00,42,101
2023-08-16,08-00-00,134,289
2023-08-16,09-00-00,927,1019
2023-08-16,10-00-00,1643,1130
2023-08-16,11-00-00,1774,1573
2023-08-16,12-00-00,1785,1659
2023-08-16,13-00-00,1387,1293
2023-08-16,14-00-00,1170,1277
2023-08-16,15-00-00,1010,1014
2023-08-16,16-00-00,849,861
2023-08-16,17-00-00,544,667
2023-08-16,18-00-00,604,614
2023-08-16,19-00-00,309,350
2023-08-16,20-00-00,196,260
2023-08-16,21-00-00,62,150
2023-08-16,22-00-00,37,195
2023-08-16,23-00-00,7,64
2023-08-17,00-00-00,0,46
2023-08-17,01-00-00,0,39
2023-08-17,02-00-00,0,14
2023-08-17,04-00-00,0,1
2023-08-17,05-00-00,0,6
2023-08-17,06-00-00,45,28
2023-08-17,07-00-00,31,74
2023-08-17,08-00-00,109,527
2023-08-17,09-00-00,608,738
2023-08-17,10-00-00,1915,1082
2023-08-17,11-00-00,1350,1082
2023-08-17,12-00-00,1237,1148
2023-08-17,13-00-00,947,975
2023-08-17,14-00-00,940,867
2023-08-17,15-00-00,822,713
2023-08-17,16-00-00,628,575
2023-08-17,17-00-00,429,501
2023-08-17,18-00-00,408,444
2023-08-17,19-00-00,212,272
2023-08-17,20-00-00,112,207
2023-08-17,21-00-00,82,199
2023-08-17,22-00-00,20,155
2023-08-17,23-00-00,17,87
2023-08-18,00-00-00,0,52
2023-08-18,01-00-00,0,6
2023-08-18,02-00-00,0,3
2023-08-18,03-00-00,0,6
2023-08-18,04-00-00,0,2
2023-08-18,05-00-00,0,6
2023-08-18,06-00-00,11,12
2023-08-18,07-00-00,49,210
2023-08-18,08-00-00,105,275
2023-08-18,09-00-00,854,1039
2023-08-18,10-00-00,1286,788
2023-08-18,11-00-00,1169,932
2023-08-18,12-00-00,1035,907
2023-08-18,13-00-00,705,643
2023-08-18,14-00-00,621,779
2023-08-18,15-00-00,443,487
2023-08-18,16-00-00,342,408
2023-08-18,17-00-00,369,461
2023-08-18,18-00-00,262,319
2023-08-18,19-00-00,202,317
2023-08-18,20-00-00,124,321
2023-08-18,21-00-00,95,406
2023-08-18,22-00-00,64,392
2023-08-18,23-00-00,23,286
2023-08-19,00-00-00,0,105
2023-08-19,01-00-00,0,57
2023-08-19,02-00-00,0,19
2023-08-19,03-00-00,0,5
2023-08-19,04-00-00,0,8
2023-08-19,05-00-00,26,25
2023-08-19,06-00-00,268,74
2023-08-19,07-00-00,175,209
2023-08-19,08-00-00,160,377
2023-08-19,09-00-00,785,932
2023-08-19,10-00-00,1814,1607
2023-08-19,11-00-00,2194,1871
2023-08-19,12-00-00,2522,2236
2023-08-19,13-00-00,2408,2150
2023-08-19,14-00-00,2703,2398
2023-08-19,15-00-00,2443,2143
2023-08-19,16-00-00,2122,1883
2023-08-19,17-00-00,1324,1273
2023-08-19,18-00-00,910,843
2023-08-19,19-00-00,601,654
2023-08-19,20-00-00,338,499
2023-08-19,21-00-00,120,391
2023-08-19,22-00-00,74,290
2023-08-19,23-00-00,14,185
2023-08-20,00-00-00,0,104
2023-08-20,01-00-00,0,55
2023-08-20,02-00-00,0,37
2023-08-20,03-00-00,0,4
2023-08-20,04-00-00,0,5
2023-08-20,05-00-00,97,40
2023-08-20,06-00-00,644,196
2023-08-20,07-00-00,419,228
2023-08-20,08-00-00,224,391
2023-08-20,09-00-00,797,887
2023-08-20,10-00-00,1508,1324
2023-08-20,11-00-00,2067,1767
2023-08-20,12-00-00,2246,1958
2023-08-20,13-00-00,2093,1906
2023-08-20,14-00-00,2167,1772
2023-08-20,15-00-00,1806,1590
2023-08-20,16-00-00,1453,1163
2023-08-20,17-00-00,861,922
2023-08-20,18-00-00,485,472
2023-08-20,19-00-00,308,342
2023-08-20,20-00-00,137,197
2023-08-20,21-00-00,71,272
2023-08-20,22-00-00,26,188
2023-08-20,23-00-00,23,108
2023-08-21,00-00-00,0,55
2023-08-21,02-00-00,0,18
2023-08-21,03-00-00,0,2
2023-08-21,05-00-00,0,4
2023-08-21,06-00-00,33,11
2023-08-21,07-00-00,23,45
2023-08-21,08-00-00,84,147
2023-08-21,09-00-00,696,687
2023-08-21,10-00-00,1013,825
2023-08-21,11-00-00,947,820
2023-08-21,12-00-00,1210,1001
2023-08-21,13-00-00,955,993
2023-08-21,14-00-00,1040,905
2023-08-21,15-00-00,672,676
2023-08-21,16-00-00,740,724
2023-08-21,17-00-00,523,633
2023-08-21,18-00-00,335,359
2023-08-21,19-00-00,275,303
2023-08-21,20-00-00,118,285
2023-08-21,21-00-00,37,156
2023-08-21,22-00-00,27,164
2023-08-21,23-00-00,5,115
2023-08-22,00-00-00,0,19
2023-08-22,01-00-00,0,20
2023-08-22,03-00-00,0,2
2023-08-22,04-00-00,0,2
2023-08-22,05-00-00,0,1
2023-08-22,06-00-00,40,29
2023-08-22,07-00-00,23,40
2023-08-22,08-00-00,98,227
2023-08-22,09-00-00,566,710
2023-08-22,10-00-00,1195,814
2023-08-22,11-00-00,1208,1035
2023-08-22,12-00-00,1300,1196
2023-08-22,13-00-00,1090,1000
2023-08-22,14-00-00,984,859
2023-08-22,15-00-00,842,805
2023-08-22,16-00-00,543,611
2023-08-22,17-00-00,583,566
2023-08-22,18-00-00,462,509
2023-08-22,19-00-00,228,227
2023-08-22,20-00-00,139,173
2023-08-22,21-00-00,58,120
2023-08-22,22-00-00,29,54
2023-08-22,23-00-00,14,55
2023-08-23,00-00-00,0,24
2023-08-23,01-00-00,0,9
2023-08-23,02-00-00,0,5
2023-08-23,05-00-00,0,1
2023-08-23,06-00-00,37,18
2023-08-23,07-00-00,21,27
2023-08-23,08-00-00,71,84
2023-08-23,09-00-00,442,459
2023-08-23,10-00-00,458,412
2023-08-23,11-00-00,453,371
2023-08-23,12-00-00,460,452
2023-08-23,13-00-00,214,228
2023-08-23,14-00-00,386,593
2023-08-23,15-00-00,380,457
2023-08-23,16-00-00,334,397
2023-08-23,17-00-00,269,248
2023-08-23,18-00-00,204,196
2023-08-23,19-00-00,107,172
2023-08-23,20-00-00,37,67
2023-08-23,21-00-00,52,98
2023-08-23,22-00-00,26,128
2023-08-23,23-00-00,9,60
2023-08-24,00-00-00,0,18
2023-08-24,01-00-00,0,11
2023-08-24,02-00-00,0,10
2023-08-24,04-00-00,0,3
2023-08-24,05-00-00,0,3
2023-08-24,06-00-00,26,7
2023-08-24,07-00-00,19,53
2023-08-24,08-00-00,69,162
2023-08-24,09-00-00,799,1418
2023-08-24,10-00-00,1067,760
2023-08-24,11-00-00,1031,887
2023-08-24,12-00-00,862,811
2023-08-24,13-00-00,688,652
2023-08-24,14-00-00,613,548
2023-08-24,15-00-00,514,547
2023-08-24,16-00-00,579,872
2023-08-24,17-00-00,277,376
2023-08-24,18-00-00,266,322
2023-08-24,19-00-00,193,236
2023-08-24,20-00-00,67,157
2023-08-24,21-00-00,53,167
2023-08-24,22-00-00,10,142
2023-08-24,23-00-00,14,63
2023-08-25,00-00-00,0,112
2023-08-25,01-00-00,0,6
2023-08-25,02-00-00,0,2
2023-08-25,03-00-00,0,2
2023-08-25,05-00-00,0,7
2023-08-25,06-00-00,16,16
2023-08-25,07-00-00,16,44
2023-08-25,08-00-00,61,210
2023-08-25,09-00-00,617,794
2023-08-25,10-00-00,1268,994
2023-08-25,11-00-00,1099,840
2023-08-25,12-00-00,984,935
2023-08-25,13-00-00,1120,1091
2023-08-25,14-00-00,951,837
2023-08-25,15-00-00,697,668
2023-08-25,16-00-00,547,544
2023-08-25,17-00-00,500,500
2023-08-25,18-00-00,451,411
2023-08-25,19-00-00,231,274
2023-08-25,20-00-00,119,229
2023-08-25,21-00-00,52,193
2023-08-25,22-00-00,11,130
2023-08-25,23-00-00,9,129
2023-08-26,00-00-00,0,47
2023-08-26,01-00-00,0,31
2023-08-26,02-00-00,0,23
2023-08-26,03-00-00,0,4
2023-08-26,04-00-00,0,1
2023-08-26,05-00-00,0,3
2023-08-26,06-00-00,6,13
2023-08-26,07-00-00,10,108
2023-08-26,08-00-00,75,236
2023-08-26,09-00-00,411,619
2023-08-26,10-00-00,1115,986
2023-08-26,11-00-00,1265,1075
2023-08-26,12-00-00,1744,1460
2023-08-26,13-00-00,1554,1446
2023-08-26,14-00-00,1215,967
2023-08-26,15-00-00,758,718
2023-08-26,16-00-00,1165,1034
2023-08-26,17-00-00,802,765
2023-08-26,18-00-00,685,672
2023-08-26,19-00-00,403,506
2023-08-26,20-00-00,200,337
2023-08-26,21-00-00,124,369
2023-08-26,22-00-00,53,171
2023-08-26,23-00-00,26,217
2023-08-27,00-00-00,0,85
2023-08-27,01-00-00,0,29
2023-08-27,02-00-00,0,4
2023-08-27,03-00-00,0,3
2023-08-27,04-00-00,0,9
2023-08-27,05-00-00,0,10
2023-08-27,06-00-00,17,39
2023-08-27,07-00-00,84,125
2023-08-27,08-00-00,535,435
2023-08-27,09-00-00,868,780
2023-08-27,10-00-00,1396,1215
2023-08-27,11-00-00,1914,1738
2023-08-27,12-00-00,1981,1731
2023-08-27,13-00-00,2060,1951
2023-08-27,14-00-00,2146,1750
2023-08-27,15-00-00,1706,1598
2023-08-27,16-00-00,1444,1285
2023-08-27,17-00-00,858,893
2023-08-27,18-00-00,684,660
2023-08-27,19-00-00,389,469
2023-08-27,20-00-00,195,319
2023-08-27,21-00-00,73,217
2023-08-27,22-00-00,59,150
2023-08-27,23-00-00,12,70
2023-08-28,00-00-00,0,28
2023-08-28,01-00-00,0,38
2023-08-28,03-00-00,0,1
2023-08-28,04-00-00,0,2
2023-08-28,05-00-00,0,5
2023-08-28,06-00-00,46,29
2023-08-28,07-00-00,30,85
2023-08-28,08-00-00,55,140
2023-08-28,09-00-00,816,869
2023-08-28,10-00-00,1364,936
2023-08-28,11-00-00,1386,1254
2023-08-28,12-00-00,1237,1126
2023-08-28,13-00-00,1196,1010
2023-08-28,14-00-00,937,876
2023-08-28,15-00-00,744,729
2023-08-28,16-00-00,647,693
2023-08-28,17-00-00,419,500
2023-08-28,18-00-00,483,398
2023-08-28,19-00-00,264,297
2023-08-28,20-00-00,109,191
2023-08-28,21-00-00,43,214
2023-08-28,22-00-00,57,161
2023-08-28,23-00-00,10,143
2023-08-29,00-00-00,0,31
2023-08-29,01-00-00,0,6
2023-08-29,02-00-00,0,2
2023-08-29,03-00-00,0,3
2023-08-29,04-00-00,0,2
2023-08-29,05-00-00,0,9
2023-08-29,06-00-00,35,31
2023-08-29,07-00-00,18,102
2023-08-29,08-00-00,226,348
2023-08-29,09-00-00,549,587
2023-08-29,10-00-00,1175,819
2023-08-29,11-00-00,1335,1036
2023-08-29,12-00-00,1060,1016
2023-08-29,13-00-00,973,945
2023-08-29,14-00-00,945,935
2023-08-29,15-00-00,1235,1263
2023-08-29,16-00-00,716,677
2023-08-29,17-00-00,461,484
2023-08-29,18-00-00,361,340
2023-08-29,19-00-00,202,253
2023-08-29,20-00-00,113,95
2023-08-29,21-00-00,74,211
2023-08-29,22-00-00,33,142
2023-08-29,23-00-00,17,65
2023-08-30,00-00-00,0,25
2023-08-30,01-00-00,0,15
2023-08-30,02-00-00,0,4
2023-08-30,05-00-00,0,7
2023-08-30,06-00-00,45,74
2023-08-30,07-00-00,45,99
2023-08-30,08-00-00,53,410
2023-08-30,09-00-00,586,535
2023-08-30,10-00-00,1265,784
2023-08-30,11-00-00,1290,1170
2023-08-30,12-00-00,849,794
2023-08-30,13-00-00,712,676
2023-08-30,14-00-00,561,449
2023-08-30,15-00-00,494,468
2023-08-30,16-00-00,492,517
2023-08-30,17-00-00,291,311
2023-08-30,18-00-00,221,275
2023-08-30,19-00-00,137,598
2023-08-30,20-00-00,75,167
2023-08-30,21-00-00,53,162
2023-08-30,22-00-00,44,165
2023-08-30,23-00-00,7,79
2023-08-31,00-00-00,0,67
2023-08-31,01-00-00,0,12
2023-08-31,02-00-00,0,5
2023-08-31,04-00-00,0,5
2023-08-31,05-00-00,0,9
2023-08-31,06-00-00,31,19
2023-08-31,07-00-00,47,113
2023-08-31,08-00-00,58,375
2023-08-31,09-00-00,828,650
2023-08-31,10-00-00,1424,1062
2023-08-31,11-00-00,1365,804
2023-08-31,12-00-00,1188,1052
2023-08-31,13-00-00,945,916
2023-08-31,14-00-00,870,912
2023-08-31,15-00-00,909,742
2023-08-31,16-00-00,673,651
2023-08-31,17-00-00,423,428
2023-08-31,18-00-00,428,565
2023-08-31,19-00-00,266,315
2023-08-31,20-00-00,112,213
2023-08-31,21-00-00,73,264
2023-08-31,22-00-00,33,217
2023-08-31,23-00-00,14,130
2023-09-01,00-00-00,0,44
2023-09-01,01-00-00,0,31
2023-09-01,02-00-00,0,24
2023-09-01,03-00-00,0,2
2023-09-01,04-00-00,0,2
2023-09-01,05-00-00,0,1
2023-09-01,06-00-00,14,28
2023-09-01,07-00-00,40,95
2023-09-01,08-00-00,79,236
2023-09-01,09-00-00,976,1027
2023-09-01,10-00-00,1507,1285
2023-09-01,11-00-00,1561,1170
2023-09-01,12-00-00,1334,1250
2023-09-01,13-00-00,1215,1103
2023-09-01,14-00-00,1017,934
2023-09-01,15-00-00,956,862
2023-09-01,16-00-00,582,598
2023-09-01,17-00-00,535,601
2023-09-01,18-00-00,499,608
2023-09-01,19-00-00,377,679
2023-09-01,20-00-00,161,254
2023-09-01,21-00-00,57,309
2023-09-01,22-00-00,53,274
2023-09-01,23-00-00,21,147
2023-09-02,00-00-00,0,88
2023-09-02,01-00-00,0,27
2023-09-02,02-00-00,0,22
2023-09-02,03-00-00,0,19
2023-09-02,04-00-00,0,7
2023-09-02,05-00-00,0,12
2023-09-02,06-00-00,4,63
2023-09-02,07-00-00,55,145
2023-09-02,08-00-00,156,353
2023-09-02,09-00-00,726,899
2023-09-02,10-00-00,1460,1356
2023-09-02,11-00-00,1947,1880
2023-09-02,12-00-00,2676,1794
2023-09-02,13-00-00,2057,1768
2023-09-02,14-00-00,1929,1645
2023-09-02,15-00-00,1437,1306
2023-09-02,16-00-00,980,944
2023-09-02,17-00-00,857,795
2023-09-02,18-00-00,695,724
2023-09-02,19-00-00,432,542
2023-09-02,20-00-00,246,369
2023-09-02,21-00-00,129,294
2023-09-02,22-00-00,65,276
2023-09-02,23-00-00,22,199
2023-09-03,00-00-00,0,111
2023-09-03,01-00-00,0,41
2023-09-03,06-00-00,7,17
2023-09-03,07-00-00,46,40
2023-09-03,08-00-00,183,365
2023-09-03,09-00-00,949,1163
2023-09-03,10-00-00,1666,1638
2023-09-03,11-00-00,2303,1962
2023-09-03,12-00-00,2487,1945
2023-09-03,13-00-00,2307,2156
2023-09-03,14-00-00,2289,1988
2023-09-03,15-00-00,2296,2111
2023-09-03,16-00-00,1824,1450
2023-09-03,17-00-00,1222,1191
2023-09-03,18-00-00,826,757
2023-09-03,19-00-00,561,618
2023-09-03,20-00-00,281,347
2023-09-03,21-00-00,102,251
2023-09-03,22-00-00,89,233
2023-09-03,23-00-00,35,290
2023-09-04,00-00-00,0,77
2023-09-04,01-00-00,0,40
2023-09-04,02-00-00,0,11
2023-09-04,03-00-00,0,10
2023-09-04,05-00-00,0,6
2023-09-04,06-00-00,24,17
2023-09-04,07-00-00,69,101
2023-09-04,08-00-00,229,404
2023-09-04,09-00-00,793,895
2023-09-04,10-00-00,1290,1259
2023-09-04,11-00-00,2103,1647
2023-09-04,12-00-00,1796,1636
2023-09-04,13-00-00,1909,1640
2023-09-04,14-00-00,1705,1428
2023-09-04,15-00-00,1569,1407
2023-09-04,16-00-00,1177,1058
2023-09-04,17-00-00,987,901
2023-09-04,18-00-00,781,732
2023-09-04,19-00-00,383,377
2023-09-04,20-00-00,156,178
2023-09-04,21-00-00,79,99
2023-09-04,22-00-00,40,73
