_id,Timestamp,Redemption Count,Sales Count
318,2024-09-19T20:00:00,13,16
319,2024-09-19T19:45:00,22,39
320,2024-09-19T19:30:00,36,44
321,2024-09-19T19:15:00,39,35
322,2024-09-19T19:00:00,28,26
323,2024-09-19T18:45:00,42,39
324,2024-09-19T18:30:00,48,41
325,2024-09-19T18:15:00,65,64
326,2024-09-19T18:00:00,67,55
327,2024-09-19T17:45:00,43,39
328,2024-09-19T17:30:00,62,46
329,2024-09-19T17:15:00,58,47
330,2024-09-19T17:00:00,80,90
331,2024-09-19T16:45:00,75,83
332,2024-09-19T16:30:00,80,60
333,2024-09-19T16:15:00,56,61
334,2024-09-19T16:00:00,111,99
335,2024-09-19T15:45:00,63,61
336,2024-09-19T15:30:00,85,72
337,2024-09-19T15:15:00,81,77
338,2024-09-19T15:00:00,86,86
339,2024-09-19T14:45:00,110,83
340,2024-09-19T14:30:00,153,133
341,2024-09-19T14:15:00,107,93
342,2024-09-19T14:00:00,93,86
343,2024-09-19T13:45:00,137,93
344,2024-09-19T13:30:00,156,105
345,2024-09-19T13:15:00,108,91
346,2024-09-19T13:00:00,132,89
347,2024-09-19T12:45:00,156,127
348,2024-09-19T12:30:00,235,241
349,2024-09-19T12:15:00,149,97
350,2024-09-19T12:00:00,120,119
351,2024-09-19T11:45:00,77,84
352,2024-09-19T11:30:00,86,91
353,2024-09-19T11:15:00,110,95
354,2024-09-19T11:00:00,99,111
355,2024-09-19T10:45:00,49,64
356,2024-09-19T10:30:00,61,97
357,2024-09-19T10:15:00,107,73
358,2024-09-19T10:00:00,56,84
359,2024-09-19T09:45:00,26,58
360,2024-09-19T09:30:00,35,50
361,2024-09-19T09:15:00,21,21
362,2024-09-19T09:00:00,7,15
363,2024-09-19T08:45:00,9,34
364,2024-09-19T08:30:00,18,10
365,2024-09-19T08:15:00,26,14
366,2024-09-19T08:00:00,9,7
367,2024-09-19T07:45:00,6,6
368,2024-09-19T07:30:00,12,5
369,2024-09-19T07:15:00,16,13
370,2024-09-19T07:00:00,10,5
371,2024-09-19T06:45:00,4,7
372,2024-09-19T06:30:00,11,4
373,2024-09-19T06:15:00,0,1
374,2024-09-19T05:45:00,0,1
375,2024-09-19T03:00:00,0,4
376,2024-09-19T01:15:00,0,2
377,2024-09-19T00:15:00,0,3
378,2024-09-18T23:45:00,0,5
379,2024-09-18T23:30:00,5,3
380,2024-09-18T23:15:00,0,4
381,2024-09-18T23:00:00,13,13
382,2024-09-18T22:45:00,3,3
383,2024-09-18T22:30:00,12,23
384,2024-09-18T22:15:00,4,1
385,2024-09-18T22:00:00,9,9
386,2024-09-18T21:45:00,6,10
387,2024-09-18T21:30:00,17,18
388,2024-09-18T21:15:00,7,4
389,2024-09-18T21:00:00,4,8
390,2024-09-18T20:45:00,9,10
391,2024-09-18T20:30:00,22,63
392,2024-09-18T20:15:00,11,14
393,2024-09-18T20:00:00,8,4
394,2024-09-18T19:45:00,8,8
395,2024-09-18T19:30:00,52,47
396,2024-09-18T19:15:00,30,30
397,2024-09-18T19:00:00,183,24
398,2024-09-18T18:45:00,47,33
399,2024-09-18T18:30:00,40,191
400,2024-09-18T18:15:00,43,32
401,2024-09-18T18:00:00,59,46
402,2024-09-18T17:45:00,44,45
403,2024-09-18T17:30:00,54,46
404,2024-09-18T17:15:00,53,51
405,2024-09-18T17:00:00,25,33
406,2024-09-18T16:45:00,34,27
407,2024-09-18T16:30:00,123,88
408,2024-09-18T16:15:00,45,40
409,2024-09-18T16:00:00,68,71
410,2024-09-18T15:45:00,189,210
411,2024-09-18T15:30:00,84,90
412,2024-09-18T15:15:00,81,71
413,2024-09-18T15:00:00,67,68
414,2024-09-18T14:45:00,57,51
415,2024-09-18T14:30:00,85,111
416,2024-09-18T14:15:00,83,81
417,2024-09-18T14:00:00,96,89
418,2024-09-18T13:45:00,63,89
419,2024-09-18T13:30:00,127,103
420,2024-09-18T13:15:00,65,68
421,2024-09-18T13:00:00,91,79
422,2024-09-18T12:45:00,103,105
423,2024-09-18T12:30:00,86,79
424,2024-09-18T12:15:00,72,60
425,2024-09-18T12:00:00,80,63
426,2024-09-18T11:45:00,61,61
427,2024-09-18T11:30:00,128,108
428,2024-09-18T11:15:00,68,72
429,2024-09-18T11:00:00,139,179
430,2024-09-18T10:45:00,56,48
431,2024-09-18T10:30:00,65,58
432,2024-09-18T10:15:00,75,76
433,2024-09-18T10:00:00,43,40
434,2024-09-18T09:45:00,22,44
435,2024-09-18T09:30:00,42,48
436,2024-09-18T09:15:00,6,11
437,2024-09-18T09:00:00,33,25
438,2024-09-18T08:45:00,3,7
439,2024-09-18T08:30:00,29,25
440,2024-09-18T08:15:00,20,1
441,2024-09-18T08:00:00,6,9
442,2024-09-18T07:45:00,3,2
443,2024-09-18T07:30:00,17,12
444,2024-09-18T07:15:00,3,4
445,2024-09-18T07:00:00,4,0
446,2024-09-18T06:45:00,3,1
447,2024-09-18T06:30:00,12,5
448,2024-09-18T06:15:00,2,2
449,2024-09-18T02:45:00,0,1
450,2024-09-18T02:15:00,0,3
451,2024-09-18T01:00:00,0,1
452,2024-09-18T00:15:00,0,1
453,2024-09-18T00:00:00,0,10
454,2024-09-17T23:45:00,0,6
455,2024-09-17T23:30:00,2,4
456,2024-09-17T23:15:00,1,2
457,2024-09-17T23:00:00,5,1
458,2024-09-17T22:45:00,4,3
459,2024-09-17T22:30:00,5,21
460,2024-09-17T22:15:00,0,10
461,2024-09-17T22:00:00,6,26
462,2024-09-17T21:30:00,20,11
463,2024-09-17T21:15:00,8,7
464,2024-09-17T21:00:00,8,9
465,2024-09-17T20:45:00,7,7
466,2024-09-17T20:30:00,15,15
467,2024-09-17T20:15:00,18,14
468,2024-09-17T19:45:00,4,9
469,2024-09-17T19:30:00,25,15
470,2024-09-17T19:15:00,37,28
471,2024-09-17T19:00:00,69,66
472,2024-09-17T18:45:00,25,21
473,2024-09-17T18:30:00,48,43
474,2024-09-17T18:15:00,47,32
475,2024-09-17T18:00:00,61,49
476,2024-09-17T17:45:00,27,24
477,2024-09-17T17:30:00,68,44
478,2024-09-17T17:15:00,59,57
479,2024-09-17T17:00:00,47,41
480,2024-09-17T16:45:00,52,41
481,2024-09-17T16:30:00,212,369
482,2024-09-17T16:15:00,34,34
483,2024-09-17T16:00:00,50,48
484,2024-09-17T15:45:00,35,40
485,2024-09-17T15:30:00,94,89
486,2024-09-17T15:15:00,91,98
487,2024-09-17T15:00:00,76,73
488,2024-09-17T14:45:00,62,68
489,2024-09-17T14:30:00,88,89
490,2024-09-17T14:15:00,74,77
491,2024-09-17T14:00:00,77,75
492,2024-09-17T13:45:00,65,75
493,2024-09-17T13:30:00,130,110
494,2024-09-17T13:15:00,82,183
495,2024-09-17T13:00:00,48,53
496,2024-09-17T12:45:00,97,80
497,2024-09-17T12:30:00,85,87
498,2024-09-17T12:15:00,78,74
499,2024-09-17T12:00:00,84,68
500,2024-09-17T11:45:00,63,50
501,2024-09-17T11:30:00,84,74
502,2024-09-17T11:15:00,58,68
503,2024-09-17T11:00:00,141,89
504,2024-09-17T10:45:00,55,61
505,2024-09-17T10:30:00,89,29
506,2024-09-17T10:15:00,128,91
507,2024-09-17T10:00:00,25,28
508,2024-09-17T09:45:00,17,17
509,2024-09-17T09:30:00,24,21
510,2024-09-17T09:15:00,13,4
511,2024-09-17T09:00:00,31,23
512,2024-09-17T08:45:00,13,18
513,2024-09-17T08:30:00,24,25
514,2024-09-17T08:15:00,21,9
515,2024-09-17T08:00:00,9,44
516,2024-09-17T07:45:00,10,18
517,2024-09-17T07:30:00,13,23
518,2024-09-17T07:15:00,6,2
519,2024-09-17T07:00:00,15,19
520,2024-09-17T06:45:00,5,2
521,2024-09-17T06:30:00,17,10
522,2024-09-17T06:15:00,0,1
523,2024-09-17T05:45:00,0,1
524,2024-09-17T00:45:00,0,5
525,2024-09-17T00:15:00,0,1
526,2024-09-17T00:00:00,0,3
527,2024-09-16T23:30:00,3,2
528,2024-09-16T23:15:00,3,22
529,2024-09-16T23:00:00,1,7
530,2024-09-16T22:45:00,3,5
531,2024-09-16T22:30:00,8,13
532,2024-09-16T22:15:00,3,33
533,2024-09-16T22:00:00,9,20
534,2024-09-16T21:45:00,3,7
535,2024-09-16T21:30:00,19,4
536,2024-09-16T21:15:00,11,27
537,2024-09-16T21:00:00,1,9
538,2024-09-16T20:45:00,14,12
539,2024-09-16T20:30:00,20,13
540,2024-09-16T20:15:00,10,5
541,2024-09-16T20:00:00,3,2
542,2024-09-16T19:45:00,23,15
543,2024-09-16T19:30:00,34,30
544,2024-09-16T19:15:00,20,18
545,2024-09-16T19:00:00,53,48
546,2024-09-16T18:45:00,49,56
547,2024-09-16T18:30:00,63,49
548,2024-09-16T18:15:00,96,83
549,2024-09-16T18:00:00,66,54
550,2024-09-16T17:45:00,69,62
551,2024-09-16T17:30:00,90,79
552,2024-09-16T17:15:00,92,92
553,2024-09-16T17:00:00,79,75
554,2024-09-16T16:45:00,88,66
555,2024-09-16T16:30:00,101,108
556,2024-09-16T16:15:00,49,52
557,2024-09-16T16:00:00,96,86
558,2024-09-16T15:45:00,77,140
559,2024-09-16T15:30:00,79,81
560,2024-09-16T15:15:00,80,93
561,2024-09-16T15:00:00,119,120
562,2024-09-16T14:45:00,69,80
563,2024-09-16T14:30:00,146,141
564,2024-09-16T14:15:00,103,119
565,2024-09-16T14:00:00,120,101
566,2024-09-16T13:45:00,103,124
567,2024-09-16T13:30:00,147,93
568,2024-09-16T13:15:00,117,97
569,2024-09-16T13:00:00,67,73
570,2024-09-16T12:45:00,117,137
571,2024-09-16T12:30:00,122,114
572,2024-09-16T12:15:00,97,88
573,2024-09-16T12:00:00,130,135
574,2024-09-16T11:45:00,127,101
575,2024-09-16T11:30:00,138,124
576,2024-09-16T11:15:00,97,132
577,2024-09-16T11:00:00,107,103
578,2024-09-16T10:45:00,74,54
579,2024-09-16T10:30:00,256,244
580,2024-09-16T10:15:00,51,46
581,2024-09-16T10:00:00,42,56
582,2024-09-16T09:45:00,63,62
583,2024-09-16T09:30:00,47,45
584,2024-09-16T09:15:00,38,31
585,2024-09-16T09:00:00,14,41
586,2024-09-16T08:45:00,10,31
587,2024-09-16T08:30:00,23,19
588,2024-09-16T08:15:00,26,23
589,2024-09-16T08:00:00,3,4
590,2024-09-16T07:45:00,6,7
591,2024-09-16T07:30:00,11,9
592,2024-09-16T07:15:00,10,8
593,2024-09-16T07:00:00,7,4
594,2024-09-16T06:45:00,3,2
595,2024-09-16T06:30:00,4,0
596,2024-09-16T05:45:00,0,4
597,2024-09-16T05:00:00,0,1
598,2024-09-16T03:45:00,0,5
599,2024-09-16T02:30:00,0,1
600,2024-09-16T01:30:00,0,9
601,2024-09-16T00:30:00,0,3
602,2024-09-16T00:00:00,0,5
603,2024-09-15T23:30:00,6,5
604,2024-09-15T23:15:00,2,1
605,2024-09-15T23:00:00,2,2
606,2024-09-15T22:45:00,0,2
607,2024-09-15T22:30:00,6,4
608,2024-09-15T22:15:00,15,19
609,2024-09-15T22:00:00,2,2
610,2024-09-15T21:45:00,5,6
611,2024-09-15T21:30:00,8,8
612,2024-09-15T21:15:00,5,4
613,2024-09-15T21:00:00,21,21
614,2024-09-15T20:45:00,13,21
615,2024-09-15T20:30:00,17,13
616,2024-09-15T20:15:00,21,24
617,2024-09-15T20:00:00,25,20
618,2024-09-15T19:45:00,22,18
619,2024-09-15T19:30:00,69,48
620,2024-09-15T19:15:00,78,63
621,2024-09-15T19:00:00,99,83
622,2024-09-15T18:45:00,84,102
623,2024-09-15T18:30:00,80,57
624,2024-09-15T18:15:00,96,81
625,2024-09-15T18:00:00,98,94
626,2024-09-15T17:45:00,128,142
627,2024-09-15T17:30:00,216,181
628,2024-09-15T17:15:00,176,153
629,2024-09-15T17:00:00,159,145
630,2024-09-15T16:45:00,164,150
631,2024-09-15T16:30:00,242,196
632,2024-09-15T16:15:00,175,149
633,2024-09-15T16:00:00,278,258
634,2024-09-15T15:45:00,266,251
635,2024-09-15T15:30:00,239,234
636,2024-09-15T15:15:00,229,210
637,2024-09-15T15:00:00,233,190
638,2024-09-15T14:45:00,254,227
639,2024-09-15T14:30:00,295,219
640,2024-09-15T14:15:00,309,279
641,2024-09-15T14:00:00,293,258
642,2024-09-15T13:45:00,300,251
643,2024-09-15T13:30:00,321,262
644,2024-09-15T13:15:00,226,184
645,2024-09-15T13:00:00,284,299
646,2024-09-15T12:45:00,359,294
647,2024-09-15T12:30:00,254,221
648,2024-09-15T12:15:00,355,308
649,2024-09-15T12:00:00,273,263
650,2024-09-15T11:45:00,199,214
651,2024-09-15T11:30:00,255,192
652,2024-09-15T11:15:00,191,149
653,2024-09-15T11:00:00,309,236
654,2024-09-15T10:45:00,160,184
655,2024-09-15T10:30:00,184,130
656,2024-09-15T10:15:00,174,162
657,2024-09-15T10:00:00,149,165
658,2024-09-15T09:45:00,131,95
659,2024-09-15T09:30:00,194,197
660,2024-09-15T09:15:00,56,96
661,2024-09-15T09:00:00,81,117
662,2024-09-15T08:45:00,47,66
663,2024-09-15T08:30:00,25,61
664,2024-09-15T08:15:00,9,34
665,2024-09-15T08:00:00,17,31
666,2024-09-15T07:45:00,10,26
667,2024-09-15T07:30:00,9,17
668,2024-09-15T07:15:00,0,5
669,2024-09-15T07:00:00,11,17
670,2024-09-15T06:45:00,5,6
671,2024-09-15T06:30:00,4,11
672,2024-09-15T06:15:00,0,8
673,2024-09-15T05:00:00,0,1
674,2024-09-15T04:45:00,0,3
675,2024-09-15T02:30:00,0,3
676,2024-09-15T01:45:00,0,1
677,2024-09-15T01:15:00,0,4
678,2024-09-15T00:45:00,0,11
679,2024-09-15T00:30:00,0,15
680,2024-09-15T00:15:00,0,16
681,2024-09-15T00:00:00,0,14
682,2024-09-14T23:45:00,0,14
683,2024-09-14T23:30:00,7,7
684,2024-09-14T23:15:00,2,27
685,2024-09-14T23:00:00,3,18
686,2024-09-14T22:45:00,1,29
687,2024-09-14T22:30:00,22,26
688,2024-09-14T22:15:00,5,38
689,2024-09-14T22:00:00,7,17
690,2024-09-14T21:45:00,9,19
691,2024-09-14T21:30:00,16,86
692,2024-09-14T21:15:00,13,25
693,2024-09-14T21:00:00,17,33
694,2024-09-14T20:45:00,22,41
695,2024-09-14T20:30:00,40,40
696,2024-09-14T20:15:00,49,51
697,2024-09-14T20:00:00,29,39
698,2024-09-14T19:45:00,62,53
699,2024-09-14T19:30:00,82,88
700,2024-09-14T19:15:00,82,75
701,2024-09-14T19:00:00,111,111
702,2024-09-14T18:45:00,65,65
703,2024-09-14T18:30:00,140,128
704,2024-09-14T18:15:00,141,135
705,2024-09-14T18:00:00,146,146
706,2024-09-14T17:45:00,137,138
707,2024-09-14T17:30:00,214,188
708,2024-09-14T17:15:00,121,132
709,2024-09-14T17:00:00,205,151
710,2024-09-14T16:45:00,167,178
711,2024-09-14T16:30:00,306,239
712,2024-09-14T16:15:00,237,204
713,2024-09-14T16:00:00,308,275
714,2024-09-14T15:45:00,252,261
715,2024-09-14T15:30:00,251,250
716,2024-09-14T15:15:00,292,228
717,2024-09-14T15:00:00,358,279
718,2024-09-14T14:45:00,310,276
719,2024-09-14T14:30:00,332,254
720,2024-09-14T14:15:00,289,244
721,2024-09-14T14:00:00,323,267
722,2024-09-14T13:45:00,291,264
723,2024-09-14T13:30:00,337,286
724,2024-09-14T13:15:00,363,303
725,2024-09-14T13:00:00,288,285
726,2024-09-14T12:45:00,339,302
727,2024-09-14T12:30:00,349,324
728,2024-09-14T12:15:00,352,257
729,2024-09-14T12:00:00,346,316
730,2024-09-14T11:45:00,246,256
731,2024-09-14T11:30:00,234,246
732,2024-09-14T11:15:00,239,197
733,2024-09-14T11:00:00,284,217
734,2024-09-14T10:45:00,204,169
